"date","corn_cents","corn_usd"
2018-09-18,343.25,3.4325
2018-09-19,345.75,3.4575
2018-09-20,352.5,3.525
2018-09-21,357.25,3.5725
2018-09-24,360.5,3.605
2018-09-25,363.75,3.6375
2018-09-26,363,3.63
2018-09-27,364.75,3.6475
2018-09-28,356.25,3.5625
2018-10-01,365.75,3.6575
2018-10-02,367.5,3.675
2018-10-03,364.75,3.6475
2018-10-04,367.5,3.675
2018-10-05,368.25,3.6825
2018-10-08,366.5,3.665
2018-10-09,364.5,3.645
2018-10-10,362.75,3.6275
2018-10-11,369.25,3.6925
2018-10-12,373.75,3.7375
2018-10-15,378.25,3.7825
2018-10-16,375.25,3.7525
2018-10-17,374.25,3.7425
2018-10-18,370.75,3.7075
2018-10-19,367,3.67
2018-10-22,369.5,3.695
2018-10-23,370.25,3.7025
2018-10-24,368.25,3.6825
2018-10-25,361,3.61
2018-10-26,367.75,3.6775
2018-10-29,366.75,3.6675
2018-10-30,364.75,3.6475
2018-10-31,363.25,3.6325
2018-11-01,366.75,3.6675
2018-11-02,371.25,3.7125
2018-11-05,374,3.74
2018-11-06,373.25,3.7325
2018-11-07,372.25,3.7225
2018-11-08,373.5,3.735
2018-11-09,369.75,3.6975
2018-11-12,371.25,3.7125
2018-11-13,366.5,3.665
2018-11-14,367,3.67
2018-11-15,367.5,3.675
2018-11-16,364.75,3.6475
2018-11-19,362.25,3.6225
2018-11-20,361.25,3.6125
2018-11-21,361.75,3.6175
2018-11-23,359,3.59
2018-11-26,356,3.56
2018-11-27,356.5,3.565
2018-11-28,360.5,3.605
2018-11-29,360.25,3.6025
2018-11-30,366.5,3.665
2018-12-03,371.25,3.7125
2018-12-04,374.25,3.7425
2018-12-06,372,3.72
2018-12-07,374,3.74
2018-12-10,374.25,3.7425
2018-12-11,375,3.75
2018-12-12,376.25,3.7625
2018-12-13,375.5,3.755
2018-12-14,376.75,3.7675
2018-12-19,381.75,3.8175
2018-12-20,375.25,3.7525
2018-12-21,378.5,3.785
2018-12-24,377.75,3.7775
2018-12-26,373.25,3.7325
2018-12-27,374.5,3.745
2018-12-28,375.5,3.755
2018-12-31,375,3.75
2019-01-02,375.75,3.7575
2019-01-03,379.75,3.7975
2019-01-04,383,3.83
2019-01-07,382.25,3.8225
2019-01-08,380,3.8
2019-01-09,382,3.82
2019-01-10,376.25,3.7625
2019-01-11,378.25,3.7825
2019-01-14,378.5,3.785
2019-01-15,371.25,3.7125
2019-01-16,374,3.74
2019-01-17,380,3.8
2019-01-18,381.75,3.8175
2019-01-22,379,3.79
2019-01-23,378.75,3.7875
2019-01-24,377,3.77
2019-01-25,380.25,3.8025
2019-01-28,379.75,3.7975
2019-01-29,377.25,3.7725
2019-01-30,381.25,3.8125
2019-01-31,376.5,3.765
2019-02-01,378.25,3.7825
2019-02-04,379.25,3.7925
2019-02-05,380.75,3.8075
2019-02-06,380,3.8
2019-02-07,376.5,3.765
2019-02-08,374.25,3.7425
2019-02-11,372.75,3.7275
2019-02-12,378.25,3.7825
2019-02-13,378.75,3.7875
2019-02-14,374.75,3.7475
2019-02-15,374.75,3.7475
2019-02-19,369.75,3.6975
2019-02-20,370.75,3.7075
2019-02-21,375.5,3.755
2019-02-22,375.25,3.7525
2019-02-25,370.5,3.705
2019-02-26,366.25,3.6625
2019-02-27,363.75,3.6375
2019-02-28,362,3.62
2019-03-01,364,3.64
2019-03-04,365,3.65
2019-03-05,366,3.66
2019-03-06,362.5,3.625
2019-03-07,356,3.56
2019-03-08,354.75,3.5475
2019-03-11,352.5,3.525
2019-03-12,356.5,3.565
2019-03-13,357.25,3.5725
2019-03-14,361.5,3.615
2019-03-15,373.25,3.7325
2019-03-18,371.5,3.715
2019-03-19,371.25,3.7125
2019-03-20,371.5,3.715
2019-03-21,376.25,3.7625
2019-03-22,378.25,3.7825
2019-03-25,379.75,3.7975
2019-03-26,377.25,3.7725
2019-03-27,373.75,3.7375
2019-03-28,374,3.74
2019-03-29,356.5,3.565
2019-04-01,361.75,3.6175
2019-04-02,361.5,3.615
2019-04-03,362.75,3.6275
2019-04-04,365.25,3.6525
2019-04-05,362.5,3.625
2019-04-08,360,3.6
2019-04-09,360,3.6
2019-04-10,361.75,3.6175
2019-04-11,360,3.6
2019-04-12,361,3.61
2019-04-15,362.75,3.6275
2019-04-16,359,3.59
2019-04-17,358.25,3.5825
2019-04-18,358.5,3.585
2019-04-22,354.75,3.5475
2019-04-23,351.25,3.5125
2019-04-24,346.75,3.4675
2019-04-25,347.5,3.475
2019-04-26,351.25,3.5125
2019-04-29,352,3.52
2019-04-30,353.25,3.5325
2019-05-01,360,3.6
2019-05-02,362,3.62
2019-05-03,363,3.63
2019-05-06,355.75,3.5575
2019-05-07,358,3.58
2019-05-08,355.25,3.5525
2019-05-09,344.5,3.445
2019-05-10,342.5,3.425
2019-05-13,347.5,3.475
2019-05-14,360.5,3.605
2019-05-15,369.5,3.695
2019-05-16,379,3.79
2019-05-17,383.25,3.8325
2019-05-20,389,3.89
2019-05-21,394.25,3.9425
2019-05-22,394.5,3.945
2019-05-23,389.75,3.8975
2019-05-24,404.25,4.0425
2019-05-28,420.25,4.2025
2019-05-29,418.75,4.1875
2019-05-30,436.25,4.3625
2019-05-31,427,4.27
2019-06-03,424.25,4.2425
2019-06-04,425.25,4.2525
2019-06-05,414.75,4.1475
2019-06-06,420.5,4.205
2019-06-07,415.75,4.1575
2019-06-10,415.75,4.1575
2019-06-11,427.75,4.2775
2019-06-12,430,4.3
2019-06-13,442,4.42
2019-06-14,453,4.53
2019-06-17,454.75,4.5475
2019-06-18,449.75,4.4975
2019-06-19,441,4.41
2019-06-20,450,4.5
2019-06-21,442.25,4.4225
2019-06-24,446.75,4.4675
2019-06-25,447.5,4.475
2019-06-26,443.25,4.4325
2019-06-27,440,4.4
2019-06-28,420.25,4.2025
2019-07-01,412,4.12
2019-07-02,413.5,4.135
2019-07-03,433,4.33
2019-07-05,434,4.34
2019-07-08,438.5,4.385
2019-07-09,431.75,4.3175
2019-07-10,434.25,4.3425
2019-07-11,447.75,4.4775
2019-07-12,449.5,4.495
2019-07-15,441,4.41
2019-07-16,435.25,4.3525
2019-07-17,436,4.36
2019-07-18,424.5,4.245
2019-07-19,430.75,4.3075
2019-07-22,422.25,4.2225
2019-07-23,425.5,4.255
2019-07-24,424,4.24
2019-07-25,418.5,4.185
2019-07-26,414.5,4.145
2019-07-29,417,4.17
2019-07-30,411.25,4.1125
2019-07-31,400.25,4.0025
2019-08-01,392.75,3.9275
2019-08-02,399.5,3.995
2019-08-05,405.25,4.0525
2019-08-06,404,4.04
2019-08-07,406.5,4.065
2019-08-08,411,4.11
2019-08-09,410.25,4.1025
2019-08-12,385.25,3.8525
2019-08-13,366,3.66
2019-08-14,359,3.59
2019-08-15,360.75,3.6075
2019-08-16,371,3.71
2019-08-19,365,3.65
2019-08-20,359.5,3.595
2019-08-21,362.5,3.625
2019-08-22,363.25,3.6325
2019-08-23,359.75,3.5975
2019-08-26,358.5,3.585
2019-08-27,357,3.57
2019-08-28,362.75,3.6275
2019-08-29,359.75,3.5975
2019-08-30,358,3.58
2019-09-03,349.75,3.4975
2019-09-04,346,3.46
2019-09-05,346.5,3.465
2019-09-06,342.5,3.425
2019-09-09,340.75,3.4075
2019-09-10,348.5,3.485
2019-09-11,348.25,3.4825
2019-09-12,354.5,3.545
2019-09-13,355.5,3.555
2019-09-16,374,3.74
2019-09-17,368,3.68
2019-09-18,371.25,3.7125
2019-09-19,372.75,3.7275
2019-09-20,370.75,3.7075
2019-09-23,373.25,3.7325
2019-09-24,374.75,3.7475
2019-09-25,374.25,3.7425
2019-09-26,372.5,3.725
2019-09-27,371.5,3.715
2019-09-30,388,3.88
2019-10-01,392.5,3.925
2019-10-02,387.75,3.8775
2019-10-03,388.75,3.8875
2019-10-04,384.75,3.8475
2019-10-07,387,3.87
2019-10-08,395.75,3.9575
2019-10-09,394.25,3.9425
2019-10-10,380.25,3.8025
2019-10-11,397.75,3.9775
2019-10-14,397.75,3.9775
2019-10-15,393.25,3.9325
2019-10-16,391.75,3.9175
2019-10-17,394.75,3.9475
2019-10-18,391,3.91
2019-10-21,387.25,3.8725
2019-10-22,388,3.88
2019-10-23,387.75,3.8775
2019-10-24,386.75,3.8675
2019-10-25,386.75,3.8675
2019-10-28,384,3.84
2019-10-29,386.25,3.8625
2019-10-30,390.75,3.9075
2019-10-31,390,3.9
2019-11-01,389.25,3.8925
2019-11-04,383.25,3.8325
2019-11-05,381.75,3.8175
2019-11-06,378.75,3.7875
2019-11-07,375.25,3.7525
2019-11-08,377.25,3.7725
2019-11-11,373.25,3.7325
2019-11-12,377.75,3.7775
2019-11-13,375.25,3.7525
2019-11-14,375.75,3.7575
2019-11-15,371.25,3.7125
2019-11-18,367.75,3.6775
2019-11-19,370,3.7
2019-11-20,366.75,3.6675
2019-11-21,368.5,3.685
2019-11-22,368.75,3.6875
2019-11-25,370.5,3.705
2019-11-26,367.5,3.675
2019-11-27,362.75,3.6275
2019-11-29,371.25,3.7125
2019-12-02,373.5,3.735
2019-12-03,372,3.72
2019-12-04,368.75,3.6875
2019-12-05,365.5,3.655
2019-12-06,366.5,3.665
2019-12-09,365.75,3.6575
2019-12-10,363.25,3.6325
2019-12-11,357.75,3.5775
2019-12-12,367,3.67
2019-12-13,366.25,3.6625
2019-12-16,388,3.88
2019-12-17,390,3.9
2019-12-18,387,3.87
2019-12-19,386.5,3.865
2019-12-20,387.75,3.8775
2019-12-23,388.75,3.8875
2019-12-24,387.5,3.875
2019-12-26,388.5,3.885
2019-12-27,390,3.9
2019-12-30,388.25,3.8825
2019-12-31,387.75,3.8775
2020-01-02,391.5,3.915
2020-01-03,386.5,3.865
2020-01-06,384.75,3.8475
2020-01-07,384.5,3.845
2020-01-08,384.25,3.8425
2020-01-09,383.25,3.8325
2020-01-10,385.75,3.8575
2020-01-13,389.5,3.895
2020-01-14,389,3.89
2020-01-15,387.5,3.875
2020-01-16,375.5,3.755
2020-01-17,389.25,3.8925
2020-01-21,387.5,3.875
2020-01-22,388.75,3.8875
2020-01-23,393.75,3.9375
2020-01-24,387.25,3.8725
2020-01-27,380.5,3.805
2020-01-28,386.5,3.865
2020-01-29,384.25,3.8425
2020-01-30,379.5,3.795
2020-01-31,381.25,3.8125
2020-02-03,378.75,3.7875
2020-02-04,382.25,3.8225
2020-02-05,380.75,3.8075
2020-02-06,379.25,3.7925
2020-02-07,383.5,3.835
2020-02-10,381.75,3.8175
2020-02-11,379.75,3.7975
2020-02-12,383,3.83
2020-02-13,379.5,3.795
2020-02-14,377.75,3.7775
2020-02-18,383,3.83
2020-02-19,380.5,3.805
2020-02-20,378.5,3.785
2020-02-21,377,3.77
2020-02-24,372.25,3.7225
2020-02-25,372.5,3.725
2020-02-26,370.5,3.705
2020-02-27,364.5,3.645
2020-02-28,366.5,3.665
2020-03-02,374.75,3.7475
2020-03-03,381.75,3.8175
2020-03-04,387,3.87
2020-03-05,384.5,3.845
2020-03-06,377.25,3.7725
2020-03-09,374.25,3.7425
2020-03-10,380,3.8
2020-03-11,379.25,3.7925
2020-03-12,369.75,3.6975
2020-03-13,370.75,3.7075
2020-03-16,354.75,3.5475
2020-03-17,344,3.44
2020-03-18,335.25,3.3525
2020-03-19,345.5,3.455
2020-03-20,343.75,3.4375
2020-03-23,343.5,3.435
2020-03-24,347.25,3.4725
2020-03-25,348.5,3.485
2020-03-26,348.75,3.4875
2020-03-27,346,3.46
2020-03-30,341.25,3.4125
2020-03-31,340.75,3.4075
2020-04-01,334.75,3.3475
2020-04-02,333.5,3.335
2020-04-03,330.75,3.3075
2020-04-06,327.75,3.2775
2020-04-07,331.5,3.315
2020-04-08,330,3.3
2020-04-09,331.75,3.3175
2020-04-13,331.5,3.315
2020-04-14,326,3.26
2020-04-15,319.25,3.1925
2020-04-16,319.75,3.1975
2020-04-17,322.25,3.2225
2020-04-20,314.25,3.1425
2020-04-21,309.25,3.0925
2020-04-22,317.5,3.175
2020-04-23,319.25,3.1925
2020-04-24,315.75,3.1575
2020-04-27,305.5,3.055
2020-04-28,302.75,3.0275
2020-04-29,304.5,3.045
2020-04-30,311.5,3.115
2020-05-01,311.5,3.115
2020-05-04,310.75,3.1075
2020-05-05,313,3.13
2020-05-06,311.75,3.1175
2020-05-07,316,3.16
2020-05-08,319,3.19
2020-05-11,318.5,3.185
2020-05-12,323.75,3.2375
2020-05-13,320.25,3.2025
2020-05-14,320.25,3.2025
2020-05-15,319.25,3.1925
2020-05-18,320.75,3.2075
2020-05-19,321.25,3.2125
2020-05-20,319.5,3.195
2020-05-21,317.75,3.1775
2020-05-22,318,3.18
2020-05-26,319,3.19
2020-05-27,320.5,3.205
2020-05-28,327.5,3.275
2020-05-29,325.75,3.2575
2020-06-01,323.25,3.2325
2020-06-02,324.25,3.2425
2020-06-03,324,3.24
2020-06-04,329,3.29
2020-06-05,331.25,3.3125
2020-06-08,333.75,3.3375
2020-06-09,327.5,3.275
2020-06-10,326.25,3.2625
2020-06-11,329.75,3.2975
2020-06-12,330,3.3
2020-06-15,329.25,3.2925
2020-06-16,329,3.29
2020-06-17,330.25,3.3025
2020-06-18,331,3.31
2020-06-19,332.5,3.325
2020-06-22,328.25,3.2825
2020-06-23,325,3.25
2020-06-24,324.25,3.2425
2020-06-25,317.25,3.1725
2020-06-26,317,3.17
2020-06-29,326.25,3.2625
2020-06-30,338.5,3.385
2020-07-01,348.25,3.4825
2020-07-02,342.5,3.425
2020-07-06,346.5,3.465
2020-07-07,345,3.45
2020-07-08,348.25,3.4825
2020-07-09,351.25,3.5125
2020-07-10,340.5,3.405
2020-07-13,334,3.34
2020-07-14,334.75,3.3475
2020-07-15,326.25,3.2625
2020-07-16,330.25,3.3025
2020-07-17,333,3.33
2020-07-20,328.25,3.2825
2020-07-21,322.75,3.2275
2020-07-22,327.5,3.275
2020-07-23,328,3.28
2020-07-24,326.25,3.2625
2020-07-27,325,3.25
2020-07-28,320,3.2
2020-07-29,315.5,3.155
2020-07-30,315.75,3.1575
2020-07-31,316,3.16
2020-08-03,317.5,3.175
2020-08-04,308.25,3.0825
2020-08-05,311,3.11
2020-08-06,311.25,3.1125
2020-08-07,307.75,3.0775
2020-08-10,310.5,3.105
2020-08-11,311.5,3.115
2020-08-12,314.5,3.145
2020-08-13,325.25,3.2525
2020-08-14,324.5,3.245
2020-08-17,331,3.31
2020-08-18,327,3.27
2020-08-19,325,3.25
2020-08-20,324.5,3.245
2020-08-21,327,3.27
2020-08-24,331.75,3.3175
2020-08-25,340.75,3.4075
2020-08-26,340.5,3.405
2020-08-27,344.25,3.4425
2020-08-28,346,3.46
2020-08-31,348.5,3.485
2020-09-01,349.5,3.495
2020-09-02,349.75,3.4975
2020-09-03,344.5,3.445
2020-09-04,347.25,3.4725
2020-09-08,351,3.51
2020-09-09,350,3.5
2020-09-10,357.25,3.5725
2020-09-11,365,3.65
2020-09-14,357.5,3.575
2020-09-15,366,3.66
2020-09-16,371.75,3.7175
2020-09-17,375.25,3.7525
2020-09-18,378.5,3.785
2020-09-21,369.75,3.6975
2020-09-22,369.25,3.6925
2020-09-23,368.5,3.685
2020-09-24,363.5,3.635
2020-09-25,365.25,3.6525
2020-09-28,366.75,3.6675
2020-09-29,364.75,3.6475
2020-09-30,379,3.79
2020-10-01,382.75,3.8275
2020-10-02,379.75,3.7975
2020-10-05,379.5,3.795
2020-10-06,385,3.85
2020-10-07,388.75,3.8875
2020-10-08,387,3.87
2020-10-09,395,3.95
2020-10-12,389,3.89
2020-10-13,391.25,3.9125
2020-10-14,396.5,3.965
2020-10-15,403.75,4.0375
2020-10-16,402,4.02
2020-10-19,405.25,4.0525
2020-10-20,408.75,4.0875
2020-10-21,413.75,4.1375
2020-10-22,416.25,4.1625
2020-10-23,419.25,4.1925
2020-10-26,417.75,4.1775
2020-10-27,416,4.16
2020-10-28,401.5,4.015
2020-10-29,398.5,3.985
2020-10-30,398.5,3.985
2020-11-02,397.5,3.975
2020-11-03,401,4.01
2020-11-04,405.25,4.0525
2020-11-05,409.25,4.0925
2020-11-06,406.75,4.0675
2020-11-09,407.5,4.075
2020-11-10,423,4.23
2020-11-11,417.25,4.1725
2020-11-12,408.25,4.0825
2020-11-13,410.5,4.105
2020-11-16,416.25,4.1625
2020-11-17,420.25,4.2025
2020-11-18,425.75,4.2575
2020-11-19,422.5,4.225
2020-11-20,423.25,4.2325
2020-11-23,426.5,4.265
2020-11-24,425.75,4.2575
2020-11-25,420,4.2
2020-11-27,425.5,4.255
2020-11-30,419.75,4.1975
2020-12-01,414.75,4.1475
2020-12-02,419,4.19
2020-12-03,422.5,4.225
2020-12-04,417,4.17
2020-12-07,419.5,4.195
2020-12-08,417,4.17
2020-12-09,422,4.22
2020-12-10,420.25,4.2025
2020-12-11,424.25,4.2425
2020-12-14,419.25,4.1925
2020-12-15,424.75,4.2475
2020-12-16,427.25,4.2725
2020-12-17,432.5,4.325
2020-12-18,437.5,4.375
2020-12-21,440,4.4
2020-12-22,443.5,4.435
2020-12-23,447.25,4.4725
2020-12-24,451,4.51
2020-12-28,456.5,4.565
2020-12-29,466,4.66
2020-12-30,474.5,4.745
2020-12-31,484,4.84
2021-01-04,483.75,4.8375
2021-01-05,491.75,4.9175
2021-01-06,495,4.95
2021-01-07,494,4.94
2021-01-08,496.25,4.9625
2021-01-11,492.25,4.9225
2021-01-12,517.25,5.1725
2021-01-13,524.5,5.245
2021-01-14,534.25,5.3425
2021-01-15,531.5,5.315
2021-01-19,526,5.26
2021-01-20,522,5.22
2021-01-21,524.25,5.2425
2021-01-22,500.5,5.005
2021-01-25,511.5,5.115
2021-01-26,532.25,5.3225
2021-01-27,534,5.34
2021-01-28,534.5,5.345
2021-01-29,547,5.47
2021-02-01,549.25,5.4925
2021-02-02,543,5.43
2021-02-03,552,5.52
2021-02-04,550,5.5
2021-02-05,548.5,5.485
2021-02-08,563.75,5.6375
2021-02-09,556.25,5.5625
2021-02-10,534.5,5.345
2021-02-11,541,5.41
2021-02-12,538.75,5.3875
2021-02-16,552.25,5.5225
2021-02-17,553,5.53
2021-02-18,550.25,5.5025
2021-02-19,542.75,5.4275
2021-02-22,551,5.51
2021-02-23,553.75,5.5375
2021-02-24,559.25,5.5925
2021-02-25,554.75,5.5475
2021-02-26,555.5,5.555
2021-03-01,547.5,5.475
2021-03-02,560.75,5.6075
2021-03-03,550.25,5.5025
2021-03-04,546.25,5.4625
2021-03-05,562,5.62
2021-03-08,565,5.65
2021-03-09,562,5.62
2021-03-10,547.75,5.4775
2021-03-11,555,5.55
2021-03-12,549.25,5.4925
2021-03-15,549.5,5.495
2021-03-16,554.25,5.5425
2021-03-17,558,5.58
2021-03-18,546.5,5.465
2021-03-19,557.75,5.5775
2021-03-22,549,5.49
2021-03-23,551.25,5.5125
2021-03-24,553.25,5.5325
2021-03-25,546.5,5.465
2021-03-26,552.5,5.525
2021-03-29,546.75,5.4675
2021-03-30,539.25,5.3925
2021-03-31,564.25,5.6425
2021-04-01,559.75,5.5975
2021-04-05,553.25,5.5325
2021-04-06,554.25,5.5425
2021-04-07,560.5,5.605
2021-04-08,579.75,5.7975
2021-04-09,577.25,5.7725
2021-04-12,569,5.69
2021-04-13,580,5.8
2021-04-14,594,5.94
2021-04-15,590,5.9
2021-04-16,585.5,5.855
2021-04-19,592,5.92
2021-04-20,606.5,6.065
2021-04-21,625.5,6.255
2021-04-22,650.5,6.505
2021-04-23,655.5,6.555
2021-04-26,680.5,6.805
2021-04-27,695.5,6.955
2021-04-28,686.25,6.8625
2021-04-29,702,7.02
2021-04-30,740,7.4
2021-05-03,732.25,7.3225
2021-05-04,744.75,7.4475
2021-05-05,753.25,7.5325
2021-05-06,759.5,7.595
2021-05-07,772.75,7.7275
2021-05-10,748,7.48
2021-05-11,759.5,7.595
2021-05-12,757.5,7.575
2021-05-13,719,7.19
2021-05-14,685,6.85
2021-05-17,652.5,6.525
2021-05-18,658.25,6.5825
2021-05-19,658.25,6.5825
2021-05-20,664.5,6.645
2021-05-21,659.5,6.595
2021-05-24,657.25,6.5725
2021-05-25,620.25,6.2025
2021-05-26,624.5,6.245
2021-05-27,664.5,6.645
2021-05-28,656.75,6.5675
2021-06-01,688.75,6.8875
2021-06-02,675,6.75
2021-06-03,662,6.62
2021-06-04,682.75,6.8275
2021-06-07,679.25,6.7925
2021-06-08,680,6.8
2021-06-09,690.75,6.9075
2021-06-10,699,6.99
2021-06-11,684.5,6.845
2021-06-14,659.25,6.5925
2021-06-15,667.5,6.675
2021-06-16,673,6.73
2021-06-17,633,6.33
2021-06-18,655.25,6.5525
2021-06-21,659.25,6.5925
2021-06-22,659.75,6.5975
2021-06-23,664.25,6.6425
2021-06-24,653.25,6.5325
2021-06-25,636.5,6.365
2021-06-28,675.5,6.755
2021-06-29,694.5,6.945
2021-06-30,720,7.2
2021-07-01,719.75,7.1975
2021-07-02,697.25,6.9725
2021-07-06,656,6.56
2021-07-07,652.5,6.525
2021-07-08,638,6.38
2021-07-09,629.75,6.2975
2021-07-12,669.25,6.6925
2021-07-13,677,6.77
2021-07-14,683,6.83
2021-07-15,564.25,5.6425
2021-07-16,556,5.56
2021-07-19,556,5.56
2021-07-20,571.75,5.7175
2021-07-21,571.75,5.7175
2021-07-22,564.5,5.645
2021-07-23,547.25,5.4725
2021-07-26,549.75,5.4975
2021-07-27,548.75,5.4875
2021-07-28,549.25,5.4925
2021-07-29,558,5.58
2021-07-30,547,5.47
2021-08-02,558.75,5.5875
2021-08-03,550.5,5.505
2021-08-04,545.75,5.4575
2021-08-05,555.75,5.5575
2021-08-06,555,5.55
2021-08-09,550.25,5.5025
2021-08-10,549.25,5.4925
2021-08-11,556.25,5.5625
2021-08-12,567,5.67
2021-08-13,568.25,5.6825
2021-08-16,564.75,5.6475
2021-08-17,558.25,5.5825
2021-08-18,561.75,5.6175
2021-08-19,550,5.5
2021-08-20,538.75,5.3875
2021-08-23,538,5.38
2021-08-24,544.5,5.445
2021-08-25,551.25,5.5125
2021-08-26,552.75,5.5275
2021-08-27,558,5.58
2021-08-30,540.25,5.4025
2021-08-31,534,5.34
2021-09-01,515.5,5.155
2021-09-02,516.25,5.1625
2021-09-03,508,5.08
2021-09-07,495.75,4.9575
2021-09-08,498.25,4.9825
2021-09-09,496,4.96
2021-09-10,502.75,5.0275
2021-09-13,496.75,4.9675
2021-09-14,503,5.03
2021-09-15,533.5,5.335
2021-09-16,529.5,5.295
2021-09-17,527.25,5.2725
2021-09-20,521.75,5.2175
2021-09-21,517,5.17
2021-09-22,525.5,5.255
2021-09-23,529.25,5.2925
2021-09-24,526.75,5.2675
2021-09-27,539.5,5.395
2021-09-28,532.5,5.325
2021-09-29,539,5.39
2021-09-30,536.75,5.3675
2021-10-01,541.5,5.415
2021-10-04,540.75,5.4075
2021-10-05,537.5,5.375
2021-10-06,532.25,5.3225
2021-10-07,534,5.34
2021-10-08,530.5,5.305
2021-10-11,533,5.33
2021-10-12,522.5,5.225
2021-10-13,512.25,5.1225
2021-10-14,516.75,5.1675
2021-10-15,525.75,5.2575
2021-10-18,532.75,5.3275
2021-10-19,530.25,5.3025
2021-10-20,539.25,5.3925
2021-10-21,532.25,5.3225
2021-10-22,538,5.38
2021-10-25,538,5.38
2021-10-26,543.5,5.435
2021-10-27,557.25,5.5725
2021-10-28,562.75,5.6275
2021-10-29,568.25,5.6825
2021-11-01,579,5.79
2021-11-02,573,5.73
2021-11-03,564,5.64
2021-11-04,559.25,5.5925
2021-11-05,553,5.53
2021-11-08,551.5,5.515
2021-11-09,554.75,5.5475
2021-11-10,569.25,5.6925
2021-11-11,569.5,5.695
2021-11-12,577.25,5.7725
2021-11-15,576.5,5.765
2021-11-16,571,5.71
2021-11-17,575.25,5.7525
2021-11-18,573,5.73
2021-11-19,570.75,5.7075
2021-11-22,576.75,5.7675
2021-11-23,580.5,5.805
2021-11-24,579.75,5.7975
2021-11-26,586.75,5.8675
2021-11-29,581,5.81
2021-11-30,567,5.67
2021-12-01,572,5.72
2021-12-02,577,5.77
2021-12-03,586,5.86
2021-12-06,583.5,5.835
2021-12-07,586.25,5.8625
2021-12-08,584.75,5.8475
2021-12-09,588.5,5.885
2021-12-10,588.5,5.885
2021-12-13,584.25,5.8425
2021-12-14,588.75,5.8875
2021-12-15,585.75,5.8575
2021-12-16,591.25,5.9125
2021-12-17,593.25,5.9325
2021-12-20,591,5.91
2021-12-21,598.25,5.9825
2021-12-22,602.5,6.025
2021-12-23,605.75,6.0575
2021-12-27,614.75,6.1475
2021-12-28,604.75,6.0475
2021-12-29,605.5,6.055
2021-12-30,596,5.96
2021-12-31,593.25,5.9325
2022-01-03,589.25,5.8925
2022-01-04,609.5,6.095
2022-01-05,602.25,6.0225
2022-01-06,603.75,6.0375
2022-01-07,606.75,6.0675
2022-01-10,599.75,5.9975
2022-01-11,601,6.01
2022-01-12,599,5.99
2022-01-13,587.5,5.875
2022-01-14,596.25,5.9625
2022-01-18,599.5,5.995
2022-01-19,610.5,6.105
2022-01-20,611,6.11
2022-01-21,616.25,6.1625
2022-01-24,621,6.21
2022-01-25,620,6.2
2022-01-26,627,6.27
2022-01-27,625.25,6.2525
2022-01-28,636,6.36
2022-01-31,626,6.26
2022-02-01,634.75,6.3475
2022-02-02,622.5,6.225
2022-02-03,616.75,6.1675
2022-02-04,620.5,6.205
2022-02-07,635.25,6.3525
2022-02-08,632.25,6.3225
2022-02-09,646.75,6.4675
2022-02-10,641.75,6.4175
2022-02-11,651,6.51
2022-02-14,655.75,6.5575
2022-02-15,638,6.38
2022-02-16,647,6.47
2022-02-17,650,6.5
2022-02-18,654.25,6.5425
2022-02-22,674.75,6.7475
2022-02-23,683.75,6.8375
2022-02-24,695,6.95
2022-02-25,659.5,6.595
2022-02-28,697.5,6.975
2022-03-01,739.75,7.3975
2022-03-02,739,7.39
2022-03-03,751.25,7.5125
2022-03-04,756.5,7.565
2022-03-07,749.25,7.4925
2022-03-08,754.5,7.545
2022-03-09,735,7.35
2022-03-10,757.75,7.5775
2022-03-11,764.5,7.645
2022-03-14,728.25,7.2825
2022-03-15,758,7.58
2022-03-16,730,7.3
2022-03-17,754.5,7.545
2022-03-18,741.75,7.4175
2022-03-21,756.25,7.5625
2022-03-22,753,7.53
2022-03-23,757.75,7.5775
2022-03-24,748.25,7.4825
2022-03-25,754,7.54
2022-03-28,748.5,7.485
2022-03-29,726.25,7.2625
2022-03-30,738,7.38
2022-03-31,748.75,7.4875
2022-04-01,735,7.35
2022-04-04,750.5,7.505
2022-04-05,759.75,7.5975
2022-04-06,756.5,7.565
2022-04-07,757.75,7.5775
2022-04-08,768.75,7.6875
2022-04-11,764.5,7.645
2022-04-12,776.25,7.7625
2022-04-13,783.5,7.835
2022-04-14,790.25,7.9025
2022-04-18,813.25,8.1325
2022-04-19,804,8.04
2022-04-20,815.75,8.1575
2022-04-21,799.25,7.9925
2022-04-22,793,7.93
2022-04-25,800.25,8.0025
2022-04-26,803.25,8.0325
2022-04-27,815.5,8.155
2022-04-28,816,8.16
2022-04-29,818.25,8.1825
2022-05-02,813,8.13
2022-05-03,800.75,8.0075
2022-05-04,798.5,7.985
2022-05-05,803.75,8.0375
2022-05-06,792.25,7.9225
2022-05-09,784.5,7.845
2022-05-10,786.5,7.865
2022-05-11,802.25,8.0225
2022-05-12,813.5,8.135
2022-05-13,794.5,7.945
2022-05-16,809.5,8.095
2022-05-17,800.75,8.0075
2022-05-18,781.5,7.815
2022-05-19,783.25,7.8325
2022-05-20,778.75,7.7875
2022-05-23,786.25,7.8625
2022-05-24,771.75,7.7175
2022-05-25,772.25,7.7225
2022-05-26,765,7.65
2022-05-27,777.25,7.7725
2022-05-31,753.5,7.535
2022-06-01,731.25,7.3125
